rxn00020_c,cellobiose glucohydrolase,cpd00001_c + cpd00158_c --> 2.0 cpd00190_c,PSPTO_4290,0.0,1000.0
rxn00025_c,"beta-Carotene:oxygen 15,15'-oxidoreductase (bond-cleaving)",cpd00007_c + cpd01420_c <=> 2.0 cpd00304_c,PSPTO_4235,-1000.0,1000.0
rxn00029_c,5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming),2.0 cpd00338_c --> 2.0 cpd00001_c + cpd00067_c + cpd00689_c,PSPTO_5251,0.0,1000.0
rxn00048_c,"6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase",cpd00067_c + 2.0 cpd02656_c --> cpd00220_c + cpd02882_c,PSPTO_0691,0.0,1000.0
rxn00060_c,porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing),cpd00001_c + 4.0 cpd00689_c --> 4.0 cpd00013_c + cpd00755_c,PSPTO_0128,0.0,1000.0
rxn00147_c,"ATP:pyruvate,water phosphotransferase",cpd00001_c + cpd00002_c + cpd00020_c --> cpd00009_c + cpd00018_c + cpd00061_c + 3.0 cpd00067_c,PSPTO_2292,0.0,1000.0
rxn00148_c,ATP:pyruvate 2-O-phosphotransferase,cpd00002_c + cpd00020_c <=> cpd00008_c + cpd00061_c + cpd00067_c,PSPTO_4337,-1000.0,1000.0
rxn00149_c,pyruvaldehyde:NAD+ oxidoreductase,cpd00001_c + cpd00003_c + cpd00428_c <=> cpd00004_c + cpd00020_c + 2.0 cpd00067_c,PSPTO_2680,-1000.0,1000.0
rxn00159_c,(S)-malate:NAD+ oxidoreductase (decarboxylating),cpd00003_c + cpd00130_c --> cpd00004_c + cpd00011_c + cpd00020_c,PSPTO_3924,0.0,1000.0
rxn00161_c,(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating),cpd00006_c + cpd00130_c --> cpd00005_c + cpd00011_c + cpd00020_c,PSPTO_5134,0.0,1000.0
rxn00165_c,L-serine ammonia-lyase,cpd00054_c --> cpd00013_c + cpd00020_c,(PSPTO_1886 and PSPTO_1886),0.0,1000.0
rxn00179_c,ATP:L-glutamate 5-phosphotransferase,cpd00002_c + cpd00023_c <=> cpd00008_c + cpd02097_c,PSPTO_0800,-1000.0,1000.0
rxn00182_c,L-glutamate:NAD+ oxidoreductase (deaminating),cpd00001_c + cpd00003_c + cpd00023_c <=> cpd00004_c + cpd00013_c + cpd00024_c + cpd00067_c,PSPTO_3757,-1000.0,1000.0
rxn00183_c,L-Glutamate 5-semialdehyde:NAD+ oxidoreductase,cpd00001_c + cpd00003_c + cpd00858_c --> cpd00004_c + cpd00023_c + 2.0 cpd00067_c,(PSPTO_1881 or PSPTO_3644),0.0,1000.0
rxn00187_c,L-Glutamate:ammonia ligase (ADP-forming),cpd00002_c + cpd00013_c + cpd00023_c --> cpd00008_c + cpd00009_c + cpd00053_c + cpd00067_c,PSPTO_0359,0.0,1000.0
rxn00189_c,L-Glutamine amidohydrolase,cpd00001_c + cpd00053_c --> cpd00013_c + cpd00023_c,PSPTO_2488,0.0,1000.0
rxn00192_c,acetyl-CoA:L-glutamate N-acetyltransferase,cpd00022_c + cpd00023_c --> cpd00010_c + cpd00067_c + cpd00477_c,PSTPO_0324,0.0,1000.0
rxn00193_c,glutamate racemase,cpd00023_c <=> cpd00186_c,PSPTO_1112,-1000.0,1000.0
rxn00224_c,protoheme ferro-lyase (protoporphyrin-forming),cpd01476_c + cpd10515_c <=> cpd00028_c + 2.0 cpd00067_c,PSPTO_1128,-1000.0,1000.0
rxn00256_c,acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing),cpd00001_c + cpd00022_c + cpd00032_c --> cpd00010_c + cpd00067_c + cpd00137_c,PSPTO_2194,0.0,1000.0
rxn00260_c,L-Aspartate:2-oxoglutarate aminotransferase,cpd00024_c + cpd00041_c <=> cpd00023_c + cpd00032_c,PSPTO_2925,-1000.0,1000.0
rxn00262_c,L-Aspartic acid:oxygen oxidoreductase (deaminating),cpd00001_c + cpd00007_c + cpd00041_c --> cpd00013_c + cpd00025_c + cpd00032_c,PSPTO_4225,0.0,1000.0
rxn00283_c,alanine racemase,cpd00035_c <=> cpd00117_c,PSPTO_0103,-1000.0,1000.0
rxn00289_c,"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming)",cpd02799_c <=> cpd00020_c + cpd00036_c,PSPTO_2287,-1000.0,1000.0
rxn00291_c,N-succinyl-L-glutamate amidohydrolase,cpd00001_c + cpd03525_c <=> cpd00023_c + cpd00036_c,PSPTO_1838,-1000.0,1000.0
rxn00328_c,4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming),cpd00830_c <=> cpd00020_c + cpd00040_c,PSPTO_1302,-1000.0,1000.0
rxn00330_c,"acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)",cpd00001_c + cpd00022_c + cpd00040_c --> cpd00010_c + cpd00067_c + cpd00130_c,(PSPTO_0480 or PSPTO_3559),0.0,1000.0
rxn00337_c,ATP:L-aspartate 4-phosphotransferase,cpd00002_c + cpd00041_c <=> cpd00008_c + cpd01977_c,PSPTO_1843,-1000.0,1000.0
rxn00338_c,L-aspartate:oxygen oxidoreductase,cpd00007_c + cpd00041_c --> cpd00025_c + cpd00067_c + cpd03470_c,PSPTO_4225,0.0,1000.0
rxn00344_c,Acetyl-CoA:L-aspartate N-acetyltransferase,cpd00022_c + cpd00041_c <=> cpd00010_c + cpd00067_c + cpd00767_c,PSPTO_0592 and PSPTO_0568,-1000.0,1000.0
rxn00347_c,L-Aspartate ammonia-lyase,cpd00041_c <=> cpd00013_c + cpd00106_c,PSPTO_5499,-1000.0,1000.0
rxn00350_c,glutathione gamma-glutamylaminopeptidase,cpd00001_c + cpd00042_c <=> cpd00023_c + cpd01017_c,PSPTO_0787,-1000.0,1000.0
rxn00351_c,gamma-L-glutamyl-L-cysteine:glycine ligase (ADP-forming),cpd00002_c + cpd00033_c + cpd00506_c --> cpd00008_c + cpd00009_c + cpd00042_c + cpd00067_c,PSPTO_5035,0.0,1000.0
rxn00375_c,N-Formyl-L-glutamate amidohydrolase,cpd00001_c + cpd00770_c <=> cpd00023_c + cpd00047_c,PSPTO_5278,-1000.0,1000.0
rxn00404_c,L-Arginine:glycine amidinotransferase,cpd00033_c + cpd00051_c <=> cpd00064_c + cpd00451_c,PSPTO_0873,-1000.0,1000.0
rxn00405_c,L-arginine carboxy-lyase (agmatine-forming),cpd00051_c + cpd00067_c --> cpd00011_c + cpd00152_c,PSPTO_4842,0.0,1000.0
rxn00412_c,UTP:L-glutamine amido-ligase (ADP-forming),cpd00001_c + cpd00002_c + cpd00053_c + cpd00062_c --> cpd00008_c + cpd00009_c + cpd00023_c + cpd00052_c + 2.0 cpd00067_c,PSPTO_1552,0.0,1000.0
rxn00414_c,"hydrogen-carbonate:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)",cpd00001_c + 2.0 cpd00002_c + cpd00053_c + cpd00242_c --> 2.0 cpd00008_c + cpd00009_c + cpd00023_c + 2.0 cpd00067_c + cpd00146_c,PSPTO_4501 and PSPTO_4502,0.0,1000.0
rxn00416_c,L-aspartate:L-glutamine amido-ligase (AMP-forming),cpd00001_c + cpd00002_c + cpd00041_c + cpd00053_c --> cpd00012_c + cpd00018_c + cpd00023_c + 2.0 cpd00067_c + cpd00132_c,PSPTO_1633,0.0,1000.0
rxn00433_c,sarcosine:oxygen oxidoreductase (demethylating),cpd00001_c + cpd00007_c + cpd00183_c --> cpd00025_c + cpd00033_c + cpd00055_c,PSPTO_0460 and PSPTO_0458 or PSPTO_2452 and PSPTO_2450,0.0,1000.0
rxn00470_c,L-ornithine carboxy-lyase (putrescine-forming),cpd00064_c + cpd00067_c --> cpd00011_c + cpd00118_c,PSPTO_4572,0.0,1000.0
rxn00472_c,ornithine racemase,cpd00064_c <=> cpd00404_c,PSPTO_0103,-1000.0,1000.0
rxn00493_c,L-Phenylalanine:2-oxoglutarate aminotransferase,cpd00024_c + cpd00066_c <=> cpd00023_c + cpd00143_c,PSPTO_5339 or PSPTO_2163,-1000.0,1000.0
rxn00503_c,(S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase,2.0 cpd00001_c + cpd00003_c + cpd02431_c <=> cpd00004_c + cpd00023_c + cpd00067_c,PSPTO_5017,-1000.0,1000.0
rxn00527_c,L-tyrosine:2-oxoglutarate aminotransferase,cpd00024_c + cpd00069_c <=> cpd00023_c + cpd00868_c,PSPTO_5339,-1000.0,1000.0
rxn00555_c,L-glutamine:D-fructose-6-phosphate isomerase (deaminating),cpd00053_c + cpd00072_c <=> cpd00023_c + cpd00288_c,PSPTO_5595,-1000.0,1000.0
rxn00615_c,ATP:glycerol 3-phosphotransferase,cpd00002_c + cpd00100_c <=> cpd00008_c + cpd00067_c + cpd00080_c,PSPTO_4168,-1000.0,1000.0
rxn00629_c,D-Mannitol:NAD+ 2-oxidoreductase,cpd00003_c + cpd00314_c <=> cpd00004_c + cpd00067_c + cpd00082_c,PSPTO_2703,-1000.0,1000.0
rxn00646_c,L-glutamate:L-cysteine gamma-ligase (ADP-forming),cpd00002_c + cpd00023_c + cpd00084_c --> cpd00008_c + cpd00009_c + cpd00067_c + cpd00506_c,PSPTO_0325,0.0,1000.0
rxn00656_c,L-Alanine:3-oxopropanoate aminotransferase,cpd00035_c + cpd00191_c <=> cpd00020_c + cpd00085_c,PSPTO_0774,-1000.0,1000.0
rxn00678_c,(S)-2-Methyl-3-oxopropanoyl-CoA:pyruvate carboxyltransferase,cpd00020_c + cpd00519_c <=> cpd00032_c + cpd00086_c,(PSPTO_5081 and PSPTO_5083 and PSPTO_5084 and PSPTO_5085),-1000.0,1000.0
rxn00708_c,Uridine 5'-monophosphate phosphohydrolase,cpd00001_c + cpd00091_c --> cpd00009_c + cpd00249_c,(PSPTO_3043 or PSPTO_2277),0.0,1000.0
rxn00726_c,chorismate pyruvate-lyase (amino-accepting; anthranilate-forming),cpd00013_c + cpd00216_c --> cpd00001_c + cpd00020_c + cpd00067_c + cpd00093_c,((PSPTO_0592 and PSPTO_0568) or PSPTO_2287),0.0,1000.0
rxn00727_c,Chorismate pyruvate-lyase (amino-accepting),cpd00053_c + cpd00216_c --> cpd00020_c + cpd00023_c + cpd00067_c + cpd00093_c,((PSPTO_0592 and PSPTO_0568) or PSPTO_2287),0.0,1000.0
rxn00763_c,Glycerol:NAD+ oxidoreductase,cpd00003_c + cpd00100_c <=> cpd00004_c + cpd00067_c + cpd00448_c,PSPTO_1558,-1000.0,1000.0
rxn00783_c,2-dehydro-3-deoxy-D-galactonate-6-phosphate D-glyceraldehyde-3-phosphate-lyase (pyruvate-forming),cpd00945_c <=> cpd00020_c + cpd00102_c,PSPTO_2178,-1000.0,1000.0
