KEGG I.D.~KO
pst:PSPTOA0001~no KO assigned | (RefSeq) repA; replication protein RepA 
pst:PSPTOA0002~K03503 DNA polymerase V [EC:3.4.21.-] | (RefSeq) rulA; ultraviolet light resistance protein A 
pst:PSPTOA0003~no KO assigned | (RefSeq) This region contains an authentic frame shift and is not the result of a s 
pst:PSPTOA0004~no KO assigned | (RefSeq) phage integrase family site specific recombinase 
pst:PSPTOA0005~no KO assigned | (RefSeq) hopAM1-2; type III effector HopAM1-2 
pst:PSPTOA0006~no KO assigned | (RefSeq) This region contains an authentic frame shift and is not the result of a s 
pst:PSPTOA0007~no KO assigned | (RefSeq) hypothetical protein 
pst:PSPTOA0008~K03497 chromosome partitioning protein, ParB family | (RefSeq) ParB family partitioning protein 
pst:PSPTOA0009~no KO assigned | (RefSeq) ParaA family ATPase 
pst:PSPTOA0010~no KO assigned | (RefSeq) Tn3 family transposase 
pst:PSPTOA0011~no KO assigned | (RefSeq) resolvase, putative 
pst:PSPTOA0012~no KO assigned | (RefSeq) HopX1; type III effector HopX1 
pst:PSPTOA0013~no KO assigned | (RefSeq) ISPsy4, transposase 
pst:PSPTOA0014~K03496 chromosome partitioning protein | (RefSeq) ParaA family ATPase 
pst:PSPTOA0015~no KO assigned | (RefSeq) plasmid partition protein ParB, truncated 
pst:PSPTOA0016~no KO assigned | (RefSeq) This region contains a match to at least one other gene that is not full l 
pst:PSPTOA0017~no KO assigned | (RefSeq) shc01; type III chaperone ShcO1 
pst:PSPTOA0018~no KO assigned | (RefSeq) hopO1-1; type III effector HopO1-1 
pst:PSPTOA0019~no KO assigned | (RefSeq) hopT1-1; type III effector HopT1-1 
pst:PSPTOA0020~no KO assigned | (RefSeq) This region contains a match to at least one other gene that is not full l 
pst:PSPTOA0021~no KO assigned | (RefSeq) resolvase, putative 
pst:PSPTOA0022~no KO assigned | (RefSeq) hypothetical protein 
pst:PSPTOA0023~no KO assigned | (RefSeq) hypothetical protein 
pst:PSPTOA0024~no KO assigned | (RefSeq) hypothetical protein 
pst:PSPTOA0025~no KO assigned | (RefSeq) hypothetical protein 
pst:PSPTOA0026~no KO assigned | (RefSeq) hypothetical protein 
pst:PSPTOA0027~no KO assigned | (RefSeq) mobilization protein MobC, putative 
pst:PSPTOA0028~no KO assigned | (RefSeq) mobilization protein MobB, putative 
pst:PSPTOA0029~no KO assigned | (RefSeq) relaxase/mobilization nuclease MobA, putative 
pst:PSPTOA0030~K07273 lysozyme | (RefSeq) glycosyl hydrolase family protein 
pst:PSPTOA0031~no KO assigned | (RefSeq) hypothetical protein 
pst:PSPTOA0032~K00692 levansucrase [EC:2.4.1.10] | (RefSeq) lsc-3; levansucrase 
pst:PSPTOA0033~no KO assigned | (RefSeq) hypothetical protein 
pst:PSPTOA0034~no KO assigned | (RefSeq) GGDEF domain/EAL domain-containing protein 
pst:PSPTOA0035~no KO assigned | (RefSeq) GntR family transcriptional regulator 
pst:PSPTOA0036~K15736 L-2-hydroxyglutarate oxidase [EC:1.1.5.-] | (RefSeq) hydroxyglutarate oxidase 
pst:PSPTOA0037~no KO assigned | (RefSeq) major facilitator family transporter 
pst:PSPTOA0038~no KO assigned | (RefSeq) hypothetical protein 
pst:PSPTOA0039~no KO assigned | (RefSeq) PbsX family transcriptional regulator 
pst:PSPTOA0040~no KO assigned | (RefSeq) hypothetical protein 
pst:PSPTOA0041~no KO assigned | (RefSeq) putative lipoprotein 
pst:PSPTOA0042~no KO assigned | (RefSeq) pilT; pilT protein 
pst:PSPTOA0043~K12205 defect in organelle trafficking protein DotD | (RefSeq) traH protein, putative 
pst:PSPTOA0044~K12204 defect in organelle trafficking protein DotC | (RefSeq) traI; relaxase 
pst:PSPTOA0045~K12203 defect in organelle trafficking protein DotB | (RefSeq) type IV pilus biogenesis protein 
pst:PSPTOA0046~no KO assigned | (RefSeq) hypothetical protein 
pst:PSPTOA0047~no KO assigned | (RefSeq) endonuclease 
pst:PSPTOA0048~K12222 intracellular multiplication protein IcmT | (RefSeq) traK-2; traK protein 
pst:PSPTOA0049~K06919 putative DNA primase/helicase | (RefSeq) DNA primase, putative 
pst:PSPTOA0050~K12227 TraL protein | (RefSeq) traL-2; traL protein 
pst:PSPTOA0051~K12214 intracellular multiplication protein IcmL | (RefSeq) traM-2; traM protein 
pst:PSPTOA0052~K12213 intracellular multiplication protein IcmK | (RefSeq) traN-2; traN protein 
pst:PSPTOA0053~K12209 intracellular multiplication protein IcmE | (RefSeq) traO-2; traO protein 
pst:PSPTOA0054~K12211 intracellular multiplication protein IcmG | (RefSeq) traP-2; traP protein 
pst:PSPTOA0055~no KO assigned | (RefSeq) traQ-2; traQ protein 
pst:PSPTOA0056~no KO assigned | (RefSeq) traR-2; traR protein 
pst:PSPTOA0057~no KO assigned | (RefSeq) hypothetical protein 
pst:PSPTOA0058~no KO assigned | (RefSeq) hypothetical protein 
pst:PSPTOA0059~no KO assigned | (RefSeq) traT; traT protein 
pst:PSPTOA0060~K12206 intracellular multiplication protein IcmB | (RefSeq) traU-2; traU protein 
pst:PSPTOA0061~no KO assigned | (RefSeq) hypothetical protein 
pst:PSPTOA0062~no KO assigned | (RefSeq) traW-2; traW protein 
pst:PSPTOA0063~no KO assigned | (RefSeq) traX-2; traX protein 
pst:PSPTOA0064~no KO assigned | (RefSeq) traY-2; traY protein 
pst:PSPTOA0065~no KO assigned | (RefSeq) exclusion-determining protein, putative 
pst:PSPTOA0066~no KO assigned | (RefSeq) trbA; trbA protein 
pst:PSPTOA0067~K12228 TrbB protein | (RefSeq) trbB; trbB protein 
pst:PSPTOA0068~K12217 intracellular multiplication protein IcmO | (RefSeq) TraG/TraD family conjugal transfer prote 
pst:PSPTOA0069~no KO assigned | (RefSeq) hypothetical protein 
pst:PSPTOA0070~no KO assigned | (RefSeq) hypothetical protein 
pst:PSPTOA0071~no KO assigned | (RefSeq) GntR family transcriptional regulator 
PSPTO_0001~K02313 chromosomal replication initiator protein | (RefSeq) dnaA; chromosomal replication initiation 
PSPTO_0002~K02338 DNA polymerase III subunit beta [EC:2.7.7.7] | (RefSeq) dnaN; DNA polymerase III subunit beta 
PSPTO_0003~K03629 DNA replication and repair protein RecF | (RefSeq) recF; DNA replication and repair protein R 
PSPTO_0004~K02470 DNA gyrase subunit B [EC:5.99.1.3] | (RefSeq) gyrB; DNA gyrase subunit B 
PSPTO_0005~K03427 type I restriction enzyme M protein [EC:2.1.1.72] | (RefSeq) type I restriction-modification  
PSPTO_0006~K01154 type I restriction enzyme, S subunit [EC:3.1.21.3] | (RefSeq) type I restriction-modification 
PSPTO_0007~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0008~K01153 type I restriction enzyme, R subunit [EC:3.1.21.3] | (RefSeq) HsdR family type I site-specifi 
PSPTO_0009~no KO assigned | (RefSeq) ISPsy3, transposase 
PSPTO_0011~K07043 uncharacterized protein | (RefSeq) hypothetical protein 
PSPTO_0012~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0013~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0014~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0015~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0016~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0017~no KO assigned | (RefSeq) helicase/SNF2 family domain protein 
PSPTO_0018~no KO assigned | (RefSeq) ISPsy4, transposition helper protein 
PSPTO_0019~no KO assigned | (RefSeq) ISPsy4, transposase 
PSPTO_0020~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0021~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0022~no KO assigned | (RefSeq) DNA-binding protein 
PSPTO_0023~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0024~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0025~no KO assigned | (RefSeq) haloacid dehalogenase-like family hydrolase 
PSPTO_0026~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0027~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0028~no KO assigned | (RefSeq) transposase 
PSPTO_0029~no KO assigned | (RefSeq) transposition helper protein 
PSPTO_0030~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0031~no KO assigned | (RefSeq) Ser/Thr protein phosphatase family protein 
PSPTO_0032~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0033~K03497 chromosome partitioning protein, ParB family | (RefSeq) ParB family protein 
PSPTO_0034~no KO assigned | (RefSeq) recombinase 
PSPTO_0035~no KO assigned | (RefSeq) ISPsy5, transposase 
PSPTO_0036~no KO assigned | (RefSeq) ISPsy5, Orf1 
PSPTO_0037~no KO assigned | (RefSeq) helicase domain-containing protein 
PSPTO_0038~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0039~no KO assigned | (RefSeq) ISPsy5, transposase 
PSPTO_0040~no KO assigned | (RefSeq) ISPsy5, Orf1 
PSPTO_0041~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0042~no KO assigned | (RefSeq) This region contains a match to at least one other gene that is not full l 
PSPTO_0043~no KO assigned | (RefSeq) cytidine/deoxycytidylate deaminase family protein 
PSPTO_0044~no KO assigned | (RefSeq) hopK1; type III effector HopK1 
PSPTO_0045~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0046~K07459 putative ATP-dependent endonuclease of the OLD family | (RefSeq) hypothetical protein 
PSPTO_0047~no KO assigned | (RefSeq) UvrD/REP helicase family protein 
PSPTO_0048~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0049~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0050~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0051~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0052~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0053~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0054~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0055~no KO assigned | (RefSeq) ISPsy4, transposase 
PSPTO_0056~no KO assigned | (RefSeq) ISPsy4, transposition helper protein 
PSPTO_0057~K07132 ATP-dependent target DNA activator [EC:3.6.1.3] | (RefSeq) transposition helper protein 
PSPTO_0058~K07497 putative transposase | (RefSeq) transposase 
PSPTO_0059~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0060~no KO assigned | (RefSeq) This region contains a match to at least one other gene that is not full l 
PSPTO_0061~no KO assigned | (RefSeq) hopY1; type III effector HopY1 
PSPTO_0062~K03300 citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family | (RefSeq) citrate transporter 
PSPTO_0063~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0064~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0065~K03655 ATP-dependent DNA helicase RecG [EC:3.6.4.12] | (RefSeq) recG; ATP-dependent DNA helicase Rec 
PSPTO_0066~K04761 LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator | (RefSeq) 
PSPTO_0067~K03832 periplasmic protein TonB | (RefSeq) tonB-1; tonB protein 
PSPTO_0068~K03559 biopolymer transport protein ExbD | (RefSeq) exbD-1; TonB system transport protein ExbD 
PSPTO_0069~K03561 biopolymer transport protein ExbB | (RefSeq) exbB-1; TonB system transport protein ExbB 
PSPTO_0070~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0071~no KO assigned | (RefSeq) lipoprotein 
PSPTO_0072~no KO assigned | (RefSeq) endoribonuclease L-PSP 
PSPTO_0073~K01139 GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]  
PSPTO_0074~K03060 DNA-directed RNA polymerase subunit omega [EC:2.7.7.6] | (RefSeq) rpoZ; DNA-directed RNA poly 
PSPTO_0075~K00942 guanylate kinase [EC:2.7.4.8] | (RefSeq) gmk; guanylate kinase 
PSPTO_0076~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0077~K00989 ribonuclease PH [EC:2.7.7.56] | (RefSeq) rph; ribonuclease PH 
PSPTO_0078~K09940 uncharacterized protein | (RefSeq) hypothetical protein 
PSPTO_0079~K01142 exodeoxyribonuclease III [EC:3.1.11.2] | (RefSeq) exodeoxyribonuclease III 
PSPTO_0080~K00762 orotate phosphoribosyltransferase [EC:2.4.2.10] | (RefSeq) pyrE; orotate phosphoribosyltransf 
PSPTO_0081~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0082~K00930 acetylglutamate kinase [EC:2.7.2.8] | (RefSeq) argB; acetylglutamate kinase 
PSPTO_0083~K15778 phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2] | (RefSeq) algC; phosphomannomut 
PSPTO_0084~K01520 dUTP pyrophosphatase [EC:3.6.1.23] | (RefSeq) dut; deoxyuridine 5'triphosphate nucleotidohydr 
PSPTO_0085~K13038 phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.3 
PSPTO_0086~K03630 DNA repair protein RadC | (RefSeq) radC; DNA repair protein RadC 
PSPTO_0087~K02035 peptide/nickel transport system substrate-binding protein | (RefSeq) family 5 extracellular s 
PSPTO_0088~no KO assigned | (RefSeq) hypothetical protein 
